StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,B1_Q1,B1_Q2,B1_Q3,B1_Q4,B1_Q5,B1_Q6,B1_Q7,B1_Q8,B2_Q1,B2_Q2,B2_Q3,B2_Q4,B2_Q5,B2_Q6,B2_Q7,B2_Q8,B3_Q1,B3_Q2,B3_Q3,B3_Q4,B3_Q5,B3_Q6,B3_Q7,B3_Q8,age,gender,budget,diet,Q31_1,Q31_2,Q31_3,Random ID,Create New Field or Choose From Dropdown...
2023-05-07 10:58:48,2023-05-07 11:01:55,IP Address,195.176.112.154,100,186,True,2023-05-07 11:01:55,R_uy4nPLw3pzf9KYV,,,,,47.3512,8.5011,anonymous,EN,Restaurant,Delivery,Restaurant,Cooking,Delivery,Cooking,Delivery,Delivery,,,,,,,,,,,,,,,,,22,Female,< 1000 CHF,"Vegetarian,Food allergies",Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),1,
2023-05-07 10:58:11,2023-05-07 11:04:28,IP Address,212.25.19.58,100,376,True,2023-05-07 11:04:28,R_22rx1EAn8zF9XFT,,,,,47.3682,8.5671,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,30,Female,1000-1500 CHF,,Sometimes (1-4 times a week),Never,Sometimes (1-4 times a week),2,
2023-05-07 11:11:21,2023-05-07 11:21:13,IP Address,62.202.181.182,100,592,True,2023-05-07 11:21:14,R_1LSbaKwInPq1A9e,,,,,47.3512,8.5011,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Delivery,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,23,Male,1500-2000 CHF,,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Infrequently (a few times a month or less),2,
2023-05-07 11:22:04,2023-05-07 11:24:36,IP Address,195.176.112.213,100,152,True,2023-05-07 11:24:37,R_3D0XI40fjGlcV54,,,,,47.3512,8.5011,anonymous,EN,,,,,,,,,Cooking,Restaurant,Delivery,Delivery,Delivery,Delivery,Cooking,Delivery,,,,,,,,,22,Male,1000-1500 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),2,
2023-05-07 11:41:00,2023-05-07 11:44:08,IP Address,213.55.226.201,100,188,True,2023-05-07 11:44:09,R_1NqxRGUeWkU2L0R,,,,,47.3661,8.5243,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Restaurant,Restaurant,Restaurant,Delivery,Delivery,Cooking,23,Male,1000-1500 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),3,
2023-05-07 11:45:30,2023-05-07 11:46:24,IP Address,85.2.250.155,100,53,True,2023-05-07 11:46:24,R_3hgLqsMy77ZF2NH,,,,,47.5507,7.5718,anonymous,EN,Cooking,Delivery,Restaurant,Restaurant,Cooking,Delivery,Cooking,Restaurant,,,,,,,,,,,,,,,,,23,Other or Prefer not to answer,1000-1500 CHF,,Never,Never,Usually (5+ times/week on average),1,
2023-05-07 11:39:23,2023-05-07 11:47:08,IP Address,92.184.107.121,100,464,True,2023-05-07 11:47:08,R_RCEkQNivwQ6eqlj,,,,,48.8323,2.4075,anonymous,EN,Cooking,Restaurant,Restaurant,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,23,Male,1500-2000 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Usually (5+ times/week on average),1,
2023-05-07 12:04:44,2023-05-07 12:05:57,IP Address,92.184.105.73,100,72,True,2023-05-07 12:05:58,R_DioqFIYHJt8zrLH,,,,,48.8323,2.4075,anonymous,EN,Delivery,Cooking,Delivery,Restaurant,Cooking,Delivery,Restaurant,Cooking,,,,,,,,,,,,,,,,,28,Other or Prefer not to answer,> 3000 CHF,Vegan,Never,Never,Never,1,
2023-05-07 12:16:46,2023-05-07 12:22:27,IP Address,78.203.56.201,100,340,True,2023-05-07 12:22:27,R_3MldNXyqhI5aGYm,,,,,48.8323,2.4075,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Restaurant,Cooking,Cooking,Restaurant,Cooking,,,,,,,,,19,Male,1000-1500 CHF,,Sometimes (1-4 times a week),Never,Sometimes (1-4 times a week),2,
2023-05-07 12:26:49,2023-05-07 12:30:55,IP Address,90.7.176.155,100,245,True,2023-05-07 12:30:56,R_BKwrtGWbmvipPhv,,,,,48.8323,2.4075,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Restaurant,Cooking,Cooking,Cooking,Restaurant,,,,,,,,,23,Male,2000-2500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),2,
2023-05-07 12:31:52,2023-05-07 12:34:12,IP Address,213.144.144.6,100,140,True,2023-05-07 12:34:13,R_1oqfR69O3fGtCnX,,,,,47.3682,8.5671,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Restaurant,Restaurant,Restaurant,Cooking,Restaurant,Cooking,21,Female,1000-1500 CHF,,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Infrequently (a few times a month or less),3,
2023-05-07 12:57:09,2023-05-07 13:00:32,IP Address,194.230.192.108,100,202,True,2023-05-07 13:00:33,R_2CPMLuDuJKftVBE,,,,,47.3661,8.5243,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Delivery,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,21,Male,1000-1500 CHF,Vegetarian,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Sometimes (1-4 times a week),2,
2023-05-07 13:33:41,2023-05-07 13:36:57,IP Address,178.197.216.172,100,196,True,2023-05-07 13:36:58,R_32Jbk6xcMh2jmr6,,,,,47.3821,8.5728,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Delivery,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,20,Male,1000-1500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),2,
2023-05-07 13:46:44,2023-05-07 13:51:19,IP Address,188.60.194.6,100,274,True,2023-05-07 13:51:19,R_3QGL0vCQ3jZdW6j,,,,,46.9475,8.2252,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Delivery,Cooking,Cooking,Cooking,Restaurant,,,,,,,,,20,Other or Prefer not to answer,1000-1500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),2,
2023-05-07 14:13:03,2023-05-07 14:16:08,IP Address,194.230.148.106,100,185,True,2023-05-07 14:16:08,R_2cpvqQMKPWGZrwl,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Restaurant,Cooking,Restaurant,Cooking,Delivery,Cooking,26,Male,1000-1500 CHF,,Sometimes (1-4 times a week),Never,Sometimes (1-4 times a week),3,
2023-05-07 14:56:10,2023-05-07 14:58:22,IP Address,46.127.210.191,100,131,True,2023-05-07 14:58:22,R_1NtaQo40MsTHxEp,,,,,47.3992,8.3956,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Restaurant,Delivery,Restaurant,Cooking,Delivery,Cooking,22,Male,1000-1500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),3,
2023-05-07 15:16:30,2023-05-07 15:20:15,IP Address,62.167.165.70,100,225,True,2023-05-07 15:20:16,R_D0IzfNywyTzQx7r,,,,,46.5267,6.6243,anonymous,EN,Cooking,Restaurant,Cooking,Cooking,Cooking,Delivery,Cooking,Delivery,,,,,,,,,,,,,,,,,23,Male,1000-1500 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),1,
2023-05-07 15:29:36,2023-05-07 15:32:23,IP Address,194.230.148.32,100,166,True,2023-05-07 15:32:24,R_1fZMumvlGlSidQa,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,24,Male,< 1000 CHF,,Sometimes (1-4 times a week),Never,Sometimes (1-4 times a week),2,
2023-05-07 15:32:01,2023-05-07 15:38:14,IP Address,92.106.12.64,100,372,True,2023-05-07 15:38:14,R_1mgAzFin6uApWTA,,,,,47.3823,8.5397,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Restaurant,Delivery,Restaurant,Cooking,Restaurant,Restaurant,25,Male,1000-1500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),3,
2023-05-07 15:54:08,2023-05-07 15:56:27,IP Address,194.230.148.78,100,139,True,2023-05-07 15:56:27,R_1FmGSttaR9MIZwC,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Restaurant,Cooking,Restaurant,Delivery,24,Male,1000-1500 CHF,,Sometimes (1-4 times a week),Never,Usually (5+ times/week on average),3,
2023-05-07 16:06:13,2023-05-07 16:09:07,IP Address,212.154.66.17,100,173,True,2023-05-07 16:09:08,R_2B4DTVd6SWVadDX,,,,,41.0479,28.9773,anonymous,EN,Cooking,Delivery,Cooking,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,23,Male,1500-2000 CHF,,Sometimes (1-4 times a week),Usually (5+ times/week on average),Infrequently (a few times a month or less),1,
2023-05-07 16:13:30,2023-05-07 16:19:33,IP Address,178.238.173.151,100,362,True,2023-05-07 16:19:34,R_231tG8500bXSP39,,,,,47.3604,8.5388,anonymous,EN,Cooking,Cooking,Cooking,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,20,Male,1500-2000 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),1,
2023-05-07 16:27:29,2023-05-07 16:31:34,IP Address,81.6.10.96,100,244,True,2023-05-07 16:31:34,R_1EhQD8xSRYykgAo,,,,,47.3475,8.6342,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,29,Other or Prefer not to answer,< 1000 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),2,
2023-05-07 16:33:47,2023-05-07 16:48:06,IP Address,178.197.218.205,100,859,True,2023-05-07 16:48:07,R_2CJKflF4hrgnsSo,,,,,47.3823,8.5397,anonymous,EN,Cooking,Restaurant,Restaurant,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,33,Male,> 3000 CHF,Vegetarian,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),1,
2023-05-07 16:47:11,2023-05-07 16:49:47,IP Address,194.230.161.184,100,155,True,2023-05-07 16:49:47,R_1mCXycJoVgBoiGk,,,,,47.4234,9.3696,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Cooking,Restaurant,,,,,,,,,21,Male,< 1000 CHF,,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),2,
2023-05-07 16:56:08,2023-05-07 17:00:47,IP Address,78.141.134.77,100,278,True,2023-05-07 17:00:49,R_5vYMJ1LXdcG2yK5,,,,,49.7498,6.1661,anonymous,EN,Cooking,Restaurant,Restaurant,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,20,Male,1500-2000 CHF,Vegetarian,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),1,
2023-05-07 16:58:46,2023-05-07 17:01:41,IP Address,109.152.64.91,100,174,True,2023-05-07 17:01:43,R_ekEt7MAvhrbmwvv,,,,,53.8311,-2.4836,anonymous,EN,Cooking,Restaurant,Restaurant,Restaurant,Delivery,Delivery,Delivery,Restaurant,,,,,,,,,,,,,,,,,54,Female,1000-1500 CHF,,Sometimes (1-4 times a week),Never,Sometimes (1-4 times a week),1,
2023-05-07 17:04:44,2023-05-07 17:07:53,IP Address,212.71.101.110,100,188,True,2023-05-07 17:07:53,R_2yqOg8y0RTadLR5,,,,,47.2372,8.0495,anonymous,EN,,,,,,,,,,,,,,,,,Delivery,Cooking,Delivery,Delivery,Restaurant,Cooking,Delivery,Cooking,19,Male,1500-2000 CHF,,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),3,
2023-05-07 17:01:51,2023-05-07 17:08:02,IP Address,213.55.242.154,100,370,True,2023-05-07 17:08:02,R_31voYcEhyUxkc9U,,,,,47.3857,8.5348,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Cooking,Restaurant,,,,,,,,,25,Male,1000-1500 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),2,
2023-05-07 17:39:49,2023-05-07 17:44:44,IP Address,217.251.4.228,100,295,True,2023-05-07 17:44:44,R_1QGYjzxdXS8RIMI,,,,,51.4843,9.1544,anonymous,EN,Cooking,Restaurant,Cooking,Restaurant,Cooking,Delivery,Delivery,Restaurant,,,,,,,,,,,,,,,,,22,Male,1500-2000 CHF,,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Sometimes (1-4 times a week),1,
2023-05-07 18:01:47,2023-05-07 18:04:02,IP Address,104.28.62.87,100,134,True,2023-05-07 18:04:03,R_3ffzVeLdctd7mWh,,,,,47.3682,8.5671,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Restaurant,Cooking,Cooking,,,,,,,,,24,Male,1000-1500 CHF,Low calorie diet,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),2,
2023-05-07 18:14:17,2023-05-07 18:16:22,IP Address,213.55.243.119,100,125,True,2023-05-07 18:16:22,R_Xv401QP5qPaUF1v,,,,,47.3823,8.5397,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,23,Male,1500-2000 CHF,Vegetarian,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),2,
2023-05-07 18:45:06,2023-05-07 18:48:18,IP Address,178.39.132.123,100,191,True,2023-05-07 18:48:18,R_1mxA8vyb4L932gD,,,,,47.4597,9.0491,anonymous,EN,,,,,,,,,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,29,Male,2000-2500 CHF,Food allergies,Infrequently (a few times a month or less),Infrequently (a few times a month or less),Sometimes (1-4 times a week),2,
2023-05-07 18:46:39,2023-05-07 18:52:14,IP Address,85.7.121.248,100,334,True,2023-05-07 18:52:14,R_21AtDaOrQVNW5PW,,,,,47.3857,8.5348,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Restaurant,Restaurant,Restaurant,Cooking,Cooking,Cooking,24,Female,1500-2000 CHF,Low calorie diet,Usually (5+ times/week on average),Never,Sometimes (1-4 times a week),3,
2023-05-07 18:55:35,2023-05-07 19:02:25,IP Address,5.172.130.181,100,409,True,2023-05-07 19:02:26,R_3lXGgrfrRMcQuL1,,,,,47.1841,7.7168,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Delivery,Cooking,Restaurant,,,,,,,,,24,Male,1000-1500 CHF,,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Sometimes (1-4 times a week),2,
2023-05-07 19:03:57,2023-05-07 19:06:23,IP Address,172.91.65.228,100,145,True,2023-05-07 19:06:24,R_sRkTUOkHHPnGdKF,,,,,34.0544,-118.2441,anonymous,EN,Cooking,Restaurant,Restaurant,Restaurant,Cooking,Cooking,Cooking,Restaurant,,,,,,,,,,,,,,,,,21,Female,1000-1500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),1,
2023-05-07 19:07:16,2023-05-07 19:12:24,IP Address,5.90.174.125,100,307,True,2023-05-07 19:12:25,R_OfpmB9uzjzSYb85,,,,,45.4722,9.1922,anonymous,EN,Cooking,Cooking,Cooking,Delivery,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,21,Male,1000-1500 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),1,
2023-05-07 19:13:29,2023-05-07 19:18:00,IP Address,94.254.62.149,100,270,True,2023-05-07 19:18:01,R_6h7CdPuCXTzrCnv,,,,,57.7065,11.967,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Restaurant,Delivery,Restaurant,Cooking,Cooking,Cooking,22,Male,1000-1500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Usually (5+ times/week on average),3,
2023-05-07 19:21:15,2023-05-07 19:24:55,IP Address,178.238.173.97,100,220,True,2023-05-07 19:24:55,R_DAHaUYmEJozXgM9,,,,,47.3604,8.5388,anonymous,EN,,,,,,,,,,,,,,,,,Delivery,Cooking,Restaurant,Delivery,Restaurant,Cooking,Delivery,Restaurant,23,Male,< 1000 CHF,High calorie diet,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),3,
2023-05-07 19:48:42,2023-05-07 19:52:19,IP Address,62.167.160.146,100,217,True,2023-05-07 19:52:20,R_1Ovpbr7JfgRoXMC,,,,,47.3857,8.5348,anonymous,EN,Restaurant,Cooking,Cooking,Restaurant,Cooking,Delivery,Delivery,Restaurant,,,,,,,,,,,,,,,,,26,Female,1000-1500 CHF,Low calorie diet,Infrequently (a few times a month or less),Infrequently (a few times a month or less),Infrequently (a few times a month or less),1,
2023-05-07 19:44:52,2023-05-07 19:52:43,IP Address,79.142.129.16,100,470,True,2023-05-07 19:52:44,R_1q1Bu9sGFQ44nJ5,,,,,47.3857,8.5348,anonymous,EN,Cooking,Restaurant,Cooking,Restaurant,Cooking,Delivery,Delivery,Restaurant,,,,,,,,,,,,,,,,,20,Other or Prefer not to answer,1500-2000 CHF,Vegetarian,Sometimes (1-4 times a week),Never,Usually (5+ times/week on average),1,
2023-05-07 19:54:52,2023-05-07 19:57:35,IP Address,84.115.238.192,100,163,True,2023-05-07 19:57:36,R_1gei00gFt6oPxtV,,,,,48.1535,16.3855,anonymous,EN,Cooking,Delivery,Restaurant,Restaurant,Cooking,Cooking,Cooking,Restaurant,,,,,,,,,,,,,,,,,18,Male,< 1000 CHF,,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Infrequently (a few times a month or less),1,
2023-05-07 19:55:39,2023-05-07 20:00:56,IP Address,178.199.252.108,100,316,True,2023-05-07 20:00:56,R_2talreGx7qcWBQI,,,,,47.0179,8.3064,anonymous,EN,,,,,,,,,Restaurant,Restaurant,Cooking,Cooking,Cooking,Restaurant,Cooking,Restaurant,,,,,,,,,20,Male,1500-2000 CHF,Vegetarian,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),2,
2023-05-07 20:57:59,2023-05-07 21:00:37,IP Address,77.109.188.157,100,158,True,2023-05-07 21:00:38,R_1Q4KPx67sraqlBm,,,,,47.3682,8.5671,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Restaurant,Restaurant,,,,,,,,,23,Male,1000-1500 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),2,
2023-05-07 21:08:53,2023-05-07 21:13:16,IP Address,83.78.147.55,100,263,True,2023-05-07 21:13:16,R_1BW4C2YZ5Gm60KF,,,,,47.4358,9.3612,anonymous,EN,,,,,,,,,,,,,,,,,Delivery,Delivery,Cooking,Delivery,Restaurant,Cooking,Delivery,Cooking,21,Male,1500-2000 CHF,,Usually (5+ times/week on average),Sometimes (1-4 times a week),Infrequently (a few times a month or less),3,
2023-05-07 21:28:09,2023-05-07 21:31:22,IP Address,83.79.164.137,100,192,True,2023-05-07 21:31:22,R_3qWDcYwyzqe9yOV,,,,,47.3975,8.6209,anonymous,EN,Cooking,Delivery,Restaurant,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,30,Female,> 3000 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),1,
2023-05-07 21:44:01,2023-05-07 21:46:08,IP Address,213.55.225.102,100,126,True,2023-05-07 21:46:08,R_2X7gj6WBOGoIn5o,,,,,47.3823,8.5397,anonymous,EN,,,,,,,,,,,,,,,,,Delivery,Cooking,Restaurant,Cooking,Restaurant,Cooking,Delivery,Cooking,21,Male,< 1000 CHF,,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Sometimes (1-4 times a week),3,
2023-05-07 22:08:34,2023-05-07 22:15:02,IP Address,213.55.226.58,100,388,True,2023-05-07 22:15:02,R_2WPcEEqJgWYIkQi,,,,,47.3682,8.5671,anonymous,EN,,,,,,,,,,,,,,,,,Restaurant,Cooking,Restaurant,Delivery,Restaurant,Cooking,Restaurant,Cooking,25,Male,1500-2000 CHF,,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Sometimes (1-4 times a week),3,
2023-05-07 22:11:52,2023-05-07 22:15:43,IP Address,85.23.60.112,100,230,True,2023-05-07 22:15:44,R_OAQ6XW4D7oURVv3,,,,,60.4425,22.2181,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Delivery,Cooking,Cooking,Cooking,Restaurant,,,,,,,,,28,Male,1500-2000 CHF,Low calorie diet,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),2,
2023-05-07 22:34:37,2023-05-07 22:39:14,IP Address,85.1.171.61,100,277,True,2023-05-07 22:39:15,R_1rOYGjsHoqn0dax,,,,,47.3906,8.0373,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Restaurant,Restaurant,Cooking,Restaurant,Cooking,Cooking,Restaurant,26,Male,< 1000 CHF,Vegetarian,Sometimes (1-4 times a week),Never,Sometimes (1-4 times a week),3,
2023-05-07 22:41:24,2023-05-07 22:44:41,IP Address,195.176.112.215,100,196,True,2023-05-07 22:44:41,R_wT1ibJ1wLaQDiQp,,,,,47.3512,8.5011,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Restaurant,Restaurant,Restaurant,Cooking,Delivery,Cooking,23,Male,1000-1500 CHF,High calorie diet,Sometimes (1-4 times a week),Never,Usually (5+ times/week on average),3,
2023-05-07 22:43:59,2023-05-07 22:48:46,IP Address,188.6.67.106,100,286,True,2023-05-07 22:48:46,R_12EEa3Ibi2sg5K8,,,,,47.5636,19.0947,anonymous,EN,Cooking,Restaurant,Restaurant,Restaurant,Cooking,Cooking,Delivery,Delivery,,,,,,,,,,,,,,,,,19,Female,1000-1500 CHF,Vegetarian,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),1,
2023-05-07 22:47:57,2023-05-07 22:53:45,IP Address,85.0.90.150,100,348,True,2023-05-07 22:53:46,R_30o7chnk8oVBQZo,,,,,47.3682,8.5671,anonymous,EN,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Cooking,Restaurant,,,,,,,,,,,,,,,,,21,Male,1000-1500 CHF,,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Usually (5+ times/week on average),1,
2023-05-07 23:41:38,2023-05-07 23:47:47,IP Address,31.10.150.152,100,368,True,2023-05-07 23:47:48,R_28Tm8148FF9eUHW,,,,,47.3682,8.5671,anonymous,EN,Cooking,Restaurant,Cooking,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,36,Male,> 3000 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),1,
2023-05-08 00:11:13,2023-05-08 00:14:24,IP Address,213.144.153.144,100,190,True,2023-05-08 00:14:24,R_2WC5zFDMR6w1EmT,,,,,47.3804,8.5412,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Restaurant,Delivery,Restaurant,Cooking,Delivery,Restaurant,24,Other or Prefer not to answer,1000-1500 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Sometimes (1-4 times a week),3,
2023-05-08 00:52:37,2023-05-08 01:08:48,IP Address,92.105.110.47,100,970,True,2023-05-08 01:08:49,R_DwwxFwW2fyIDWU1,,,,,46.1911,6.1404,anonymous,EN,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,Cooking,,,,,,,,,,,,,,,,,25,Female,1500-2000 CHF,"Vegetarian,Food allergies",Sometimes (1-4 times a week),Never,Infrequently (a few times a month or less),1,
2023-05-08 01:46:14,2023-05-08 01:49:16,IP Address,178.238.173.94,100,182,True,2023-05-08 01:49:17,R_3GCEa5ziN2yynt7,,,,,47.3604,8.5388,anonymous,EN,Cooking,Delivery,Cooking,Cooking,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,31,Male,2000-2500 CHF,Vegetarian,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),1,
2023-05-08 01:49:14,2023-05-08 01:50:52,IP Address,89.160.217.124,100,97,True,2023-05-08 01:50:52,R_21p0wqvPUOU6FnT,,,,,64.1302,-21.8086,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Cooking,Restaurant,,,,,,,,,25,Male,2000-2500 CHF,,Sometimes (1-4 times a week),Infrequently (a few times a month or less),Sometimes (1-4 times a week),2,
2023-05-08 02:38:18,2023-05-08 02:41:27,IP Address,213.144.153.126,100,188,True,2023-05-08 02:41:28,R_2OPgUIitEwLjDIb,,,,,47.3804,8.5412,anonymous,EN,Cooking,Restaurant,Cooking,Restaurant,Cooking,Cooking,Delivery,Restaurant,,,,,,,,,,,,,,,,,26,Male,1000-1500 CHF,High calorie diet,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),1,
2023-05-08 02:51:04,2023-05-08 02:54:47,IP Address,92.107.6.220,100,222,True,2023-05-08 02:54:48,R_3NJ8eYagUiXxG92,,,,,46.1922,6.1589,anonymous,EN,,,,,,,,,,,,,,,,,Delivery,Restaurant,Restaurant,Restaurant,Restaurant,Cooking,Restaurant,Restaurant,36,Male,> 3000 CHF,,Infrequently (a few times a month or less),Infrequently (a few times a month or less),Infrequently (a few times a month or less),3,
2023-05-08 03:31:31,2023-05-08 03:33:06,IP Address,85.195.199.242,100,94,True,2023-05-08 03:33:07,R_2tze6k4oFByfI6C,,,,,47.5702,7.6187,anonymous,EN,Cooking,Delivery,Restaurant,Restaurant,Cooking,Delivery,Cooking,Restaurant,,,,,,,,,,,,,,,,,21,Male,< 1000 CHF,,Sometimes (1-4 times a week),Never,Sometimes (1-4 times a week),1,
2023-05-08 07:37:01,2023-05-08 07:40:49,IP Address,62.202.182.9,100,228,True,2023-05-08 07:40:50,R_3KrS2e0Z16yTXlw,,,,,47.3857,8.5348,anonymous,EN,,,,,,,,,,,,,,,,,Cooking,Cooking,Cooking,Cooking,Restaurant,Cooking,Cooking,Cooking,33,Male,1500-2000 CHF,,Usually (5+ times/week on average),Infrequently (a few times a month or less),Infrequently (a few times a month or less),3,
2023-05-08 07:41:12,2023-05-08 07:49:35,IP Address,178.197.205.79,100,503,True,2023-05-08 07:49:36,R_YaDNvMBLIO7nxRL,,,,,47.3113,7.9407,anonymous,EN,,,,,,,,,Cooking,Restaurant,Cooking,Cooking,Cooking,Cooking,Restaurant,Cooking,,,,,,,,,24,Male,1500-2000 CHF,,Usually (5+ times/week on average),Never,Infrequently (a few times a month or less),2,
